23.02200	36.40000
26.18200	32.00000
26.18200	32.20000
18.96100	25.00000
35.63300	38.10000
23.02200	25.80000
35.63300	32.00000
23.02200	28.00000
23.02200	37.00000
23.02200	32.40000
35.63300	44.60000
35.63300	38.00000
23.02200	24.30000
17.11900	32.70000
23.02200	26.60000
26.18200	38.00000
23.02200	24.00000
26.18200	33.00000
23.02200	32.00000
23.02200	43.40000
23.02200	34.00000
18.96100	19.10000
23.02200	23.00000
18.96100	23.50000
35.63300	34.40000
18.96100	22.40000
18.96100	30.70000
23.02200	31.60000
35.63300	34.10000
23.02200	28.00000
23.02200	33.50000
35.63300	37.00000
35.63300	35.10000
26.18200	37.30000
23.02200	31.00000
23.02200	30.00000
23.02200	29.00000
26.18200	44.00000
23.02200	27.00000
26.18200	36.00000
26.18200	34.50000
23.02200	27.20000
23.02200	27.00000
18.96100	23.90000
26.18200	34.20000
23.02200	36.00000
23.02200	28.40000
23.02200	31.00000
18.96100	26.80000
18.96100	24.20000
23.02200	27.00000
35.63300	37.20000
35.63300	32.30000
23.02200	27.20000
23.02200	28.10000
26.18200	41.50000
26.18200	36.00000
26.18200	33.70000
18.96100	38.00000
35.63300	31.80000
23.02200	27.90000
18.96100	22.00000
26.18200	34.70000
26.18200	32.10000
26.18200	46.60000
23.02200	27.00000
23.02200	23.70000
18.96100	28.80000
35.63300	37.00000
35.63300	31.00000
35.63300	44.30000
35.63300	39.10000
23.02200	32.90000
35.63300	40.90000
23.02200	29.90000
23.02200	28.00000
35.63300	39.00000
23.02200	35.00000
23.02200	30.00000
23.02200	23.60000
35.63300	37.70000
23.02200	29.80000
35.63300	38.00000
23.02200	26.00000
26.18200	36.00000
35.63300	36.00000
26.18200	33.80000
26.18200	34.30000
18.96100	25.40000
26.18200	32.40000
26.18200	34.00000
23.02200	34.50000
18.96100	20.20000
18.96100	26.60000
18.96100	17.60000
26.18200	40.80000
23.02200	31.30000
23.02200	26.40000
35.63300	29.80000
